@relation train_new-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement_predicted

@attribute protocol_type {tcp,udp,icmp}
@attribute service {ftp_data,other,private,http,remote_job,name,netbios_ns,eco_i,mtp,telnet,finger,domain_u,supdup,uucp_path,Z39_50,smtp,csnet_ns,uucp,netbios_dgm,urp_i,auth,domain,ftp,bgp,ldap,ecr_i,gopher,vmnet,systat,http_443,efs,whois,imap4,iso_tsap,echo,klogin,link,sunrpc,login,kshell,sql_net,time,hostnames,exec,ntp_u,discard,nntp,courier,ctf,ssh,daytime,shell,netstat,pop_3,nnsp,IRC,pop_2,printer,tim_i,pm_dump,red_i,netbios_ssn,rje,X11,urh_i,http_8001,aol,http_2784,tftp_u,harvest}
@attribute flag {SF,S0,REJ,RSTR,SH,RSTO,S1,RSTOS0,S3,S2,OTH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute land numeric
@attribute wrong_fragment numeric
@attribute root_shell numeric
@attribute count numeric
@attribute diff_srv_rate numeric
@attribute dst_host_same_src_port_rate numeric
@attribute 'prediction margin' numeric
@attribute 'predicted label' {normal,neptune,warezclient,ipsweep,portsweep,teardrop,nmap,satan,smurf,pod,back,guess_passwd,ftp_write,multihop,rootkit,buffer_overflow,imap,warezmaster,phf,land,loadmodule,spy,perl}
@attribute label {normal,neptune,warezclient,ipsweep,portsweep,teardrop,nmap,satan,smurf,pod,back,guess_passwd,ftp_write,multihop,rootkit,buffer_overflow,imap,warezmaster,phf,land,loadmodule,spy,perl}

@data
tcp,telnet,S0,0,0,0,0,0,14,0,0.06,-1,neptune,?
tcp,time,RSTO,0,0,0,0,0,255,0.06,0,-1,neptune,?
icmp,ecr_i,SF,1032,0,0,0,0,511,0,0.79,-1,smurf,?
tcp,http,SF,307,433,0,0,0,19,0,0.02,1,normal,?
tcp,http,SF,325,1817,0,0,0,22,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,112,0.06,0.02,-1,neptune,?
icmp,ecr_i,SF,520,0,0,0,0,48,0,1,-1,smurf,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,private,S0,0,0,0,0,0,114,0.06,0,-1,neptune,?
tcp,private,REJ,0,0,0,0,0,117,1,0,-1,satan,?
tcp,private,S0,0,0,0,0,0,102,0.06,0,-1,neptune,?
tcp,smtp,SF,11747,880,0,0,0,1,0,0.03,1,normal,?
tcp,ftp,RSTO,0,0,0,0,0,267,0.06,0,-1,neptune,?
tcp,http,REJ,0,0,0,0,0,1,0,0.02,0.959799,normal,?
udp,private,SF,28,0,0,3,0,85,0,0.33,-1,teardrop,?
tcp,http,SF,296,2445,0,0,0,5,0,0,1,normal,?
udp,domain_u,SF,30,0,0,0,0,1,0,0.11,1,normal,?
tcp,smtp,SF,2137,328,0,0,0,1,0,0.01,1,normal,?
tcp,courier,S0,0,0,0,0,0,147,0.05,0,-1,neptune,?
tcp,http,SF,280,318,0,0,0,17,0,0,1,normal,?
tcp,ftp,SF,1176,2445,0,0,0,1,0,0,-1,warezclient,?
tcp,telnet,SF,181,1222,0,0,0,1,0,0.02,1,normal,?
icmp,ecr_i,SF,30,0,0,0,0,1,0,1,1,normal,?
udp,domain_u,SF,44,128,0,0,0,275,0,0,1,normal,?
icmp,ecr_i,SF,1480,0,0,1,0,1,0,0.5,-1,pod,?
tcp,private,S0,0,0,0,0,0,254,0.06,0,-1,neptune,?
icmp,eco_i,SF,18,0,0,0,0,1,0,1,-1,ipsweep,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,http,SF,342,255,0,0,0,15,0,0,1,normal,?
tcp,http,S0,0,0,0,0,0,80,0.05,0.03,-1,neptune,?
tcp,private,S0,0,0,0,0,0,142,0.06,0.01,-1,neptune,?
tcp,ldap,S0,0,0,0,0,0,234,0.06,0,-1,neptune,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,private,S0,0,0,0,0,0,20,0.15,0,-1,neptune,?
tcp,http,SF,217,2769,0,0,0,5,0,0.01,1,normal,?
tcp,private,S0,0,0,0,0,0,145,0.06,0,-1,neptune,?
tcp,http,SF,203,277,0,0,0,14,0,0,1,normal,?
tcp,discard,S0,0,0,0,0,0,220,0.05,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,66,0.09,0,-1,neptune,?
tcp,ftp_data,S0,0,0,0,0,0,76,0.05,0.02,-1,neptune,?
tcp,http,SF,215,1054,0,0,0,11,0,0.02,1,normal,?
tcp,mtp,S0,0,0,0,0,0,232,0.06,0,-1,neptune,?
tcp,http,SF,285,4065,0,0,0,7,0,0.14,1,normal,?
tcp,private,S0,0,0,0,0,0,87,0.08,0,-1,neptune,?
tcp,http,SF,300,2507,0,0,0,5,0,0,1,normal,?
tcp,http,SF,249,1450,0,0,0,6,0,0.01,1,normal,?
tcp,http,SF,324,3410,0,0,0,9,0,0.09,1,normal,?
tcp,private,S0,0,0,0,0,0,81,0.06,0,-1,neptune,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
udp,domain_u,SF,44,44,0,0,0,7,0,0.01,1,normal,?
tcp,smtp,SF,931,329,0,0,0,1,0,0.01,1,normal,?
tcp,http,S0,0,0,0,0,0,31,0.06,0.01,-1,neptune,?
tcp,private,S0,0,0,0,0,0,123,0.06,0.01,-1,neptune,?
tcp,telnet,S0,0,0,0,0,0,11,0.18,0,-1,neptune,?
tcp,http,SF,192,315,0,0,0,2,0,0.01,1,normal,?
tcp,http,SF,209,6238,0,0,0,1,0,0,1,normal,?
tcp,http,SF,314,657,0,0,0,1,0,0.04,1,normal,?
tcp,ftp_data,SF,740,0,0,0,0,2,0,0.1,1,normal,?
tcp,ftp,SF,341,1072,0,0,0,1,0,1,1,normal,?
tcp,rje,REJ,0,0,0,0,0,215,0.06,0,-1,neptune,?
tcp,http,SF,320,26597,0,0,0,2,0,0.5,1,normal,?
tcp,http,SF,295,703,0,0,0,18,0,0,1,normal,?
tcp,http,SF,230,1582,0,0,0,18,0,0.05,1,normal,?
tcp,ftp_data,SF,15876,0,0,0,0,17,0,0.4,1,normal,?
tcp,smtp,SF,1637,328,0,0,0,1,0,0.01,1,normal,?
udp,domain_u,SF,45,127,0,0,0,78,0,0,1,normal,?
tcp,ctf,S0,0,0,0,0,0,285,0.06,0,-1,neptune,?
tcp,http,SF,230,2507,0,0,0,5,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,128,0.05,0,-1,neptune,?
udp,domain_u,SF,45,73,0,0,0,150,0,0,1,normal,?
tcp,http,SF,234,4137,0,0,0,18,0,0.01,1,normal,?
tcp,http,SF,317,1927,0,0,0,20,0,0.01,1,normal,?
tcp,http,SF,289,2191,0,0,0,5,0,0.03,1,normal,?
udp,private,SF,28,0,0,3,0,69,0.03,0.27,-1,teardrop,?
tcp,http,SF,214,5985,0,0,0,13,0,0.01,1,normal,?
tcp,http,SF,298,760,0,0,0,4,0,0.03,1,normal,?
tcp,ftp_data,SF,501760,0,0,0,0,1,0,0.35,1,normal,?
udp,private,SF,28,0,0,3,0,190,0.04,0.35,-1,teardrop,?
tcp,http,SF,240,364,0,0,0,1,0,0.07,1,normal,?
tcp,hostnames,REJ,0,0,0,0,0,273,0.06,0,-1,neptune,?
tcp,http,SF,321,1229,0,0,0,22,0,0.02,1,normal,?
tcp,smtp,SF,2353,328,0,0,0,2,1,0,1,normal,?
tcp,http,SF,309,1215,0,0,0,10,0,0.01,1,normal,?
tcp,http,SF,270,13171,0,0,0,6,0,0.01,1,normal,?
tcp,http,SF,199,4023,0,0,0,5,0,0,1,normal,?
tcp,http,SF,271,2364,0,0,0,1,0,0,1,normal,?
tcp,http,SF,230,4823,0,0,0,3,0,0,1,normal,?
tcp,nnsp,S0,0,0,0,0,0,111,0.06,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,171,0.08,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,296,0.06,0,-1,neptune,?
tcp,private,REJ,0,0,0,0,0,1,0,0.02,-1,ipsweep,?
tcp,http,SF,328,3729,0,0,0,46,0,0,1,normal,?
tcp,uucp_path,REJ,0,0,0,0,0,274,0.06,0,-1,neptune,?
udp,domain_u,SF,45,82,0,0,0,276,0.01,0,1,normal,?
tcp,auth,REJ,0,0,0,0,0,231,0.06,0,-1,neptune,?
tcp,private,REJ,0,0,0,0,0,1,0,0.01,-0.909091,ipsweep,?
tcp,http,SF,228,410,0,0,0,9,0,0,1,normal,?
tcp,http,REJ,0,0,0,0,0,11,0,0.09,1,normal,?
tcp,http,SF,205,2729,0,0,0,2,0,0.5,1,normal,?
tcp,uucp,S0,0,0,0,0,0,138,0.06,0,-1,neptune,?
tcp,http,SF,278,6078,0,0,0,5,0,0.2,1,normal,?
tcp,http,SF,201,2280,0,0,0,14,0,0,1,normal,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,private,S0,0,0,0,0,0,228,0.08,0,-1,neptune,?
tcp,http,SF,167,10962,0,0,0,2,0,0.01,1,normal,?
tcp,http,SF,297,894,0,0,0,8,0,0,1,normal,?
tcp,finger,S0,0,0,0,0,0,59,0.07,0.02,-1,neptune,?
tcp,Z39_50,REJ,0,0,0,0,0,203,0.07,0,-1,neptune,?
tcp,http,SF,205,4399,0,0,0,3,0,0.33,1,normal,?
tcp,csnet_ns,S0,0,0,0,0,0,283,0.06,0,-1,neptune,?
tcp,ssh,REJ,0,0,0,0,0,266,0.06,0,-1,neptune,?
tcp,private,RSTR,0,0,0,0,0,76,0.54,0.31,-1,portsweep,?
tcp,private,S0,0,0,0,0,0,135,0.06,0,-1,neptune,?
tcp,private,REJ,0,0,0,0,0,1,0,0.02,-1,ipsweep,?
icmp,ecr_i,SF,1032,0,0,0,0,511,0,0.46,-1,smurf,?
tcp,smtp,SF,1610,329,0,0,0,1,0,0.01,1,normal,?
tcp,http,SF,352,1973,0,0,0,3,0,0.33,1,normal,?
tcp,private,SH,0,0,0,0,0,1,0,0.96,-1,nmap,?
tcp,Z39_50,REJ,0,0,0,0,0,113,0.06,0,-1,neptune,?
tcp,systat,S0,0,0,0,0,0,263,0.06,0,-1,neptune,?
tcp,http,SF,355,3201,0,0,0,5,0,0.01,1,normal,?
tcp,http,SF,187,6706,0,0,0,3,0,0.2,1,normal,?
tcp,other,SF,167,0,0,0,0,1,0,0.36,1,normal,?
tcp,http,SF,228,8539,0,0,0,4,0,0,1,normal,?
udp,domain_u,SF,45,128,0,0,0,23,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,114,0.07,0,-1,neptune,?
tcp,ftp,SF,1215,2449,0,0,0,1,0,0,-1,warezclient,?
udp,domain_u,SF,45,79,0,0,0,252,0,0,1,normal,?
tcp,ssh,REJ,0,0,0,0,0,124,0.07,0,-1,neptune,?
icmp,ecr_i,SF,64,0,0,0,0,1,0,0.02,1,normal,?
tcp,ftp_data,SF,334,0,0,0,0,1,0,1,-1,warezclient,?
udp,other,SF,146,105,0,0,0,1,0,0.97,1,normal,?
udp,other,SF,516,4,0,0,0,440,0,1,1,normal,?
tcp,ftp,SF,306,1043,0,0,0,1,0,0.02,1,normal,?
tcp,http,SF,192,1490,0,0,0,1,0,0,1,normal,?
tcp,smtp,SF,670,333,0,0,0,1,0,0.01,1,normal,?
tcp,ftp_data,SF,192,0,0,0,0,2,0,0.27,1,normal,?
tcp,http_443,S0,0,0,0,0,0,135,0.06,0,-1,neptune,?
tcp,http,SF,191,2067,0,0,0,8,0,0.01,1,normal,?
tcp,http,SF,243,317,0,0,0,9,0,0,1,normal,?
udp,other,SF,145,105,0,0,0,1,0,0.96,1,normal,?
tcp,http,S0,0,0,0,0,0,255,0.06,0,-1,neptune,?
tcp,ftp_data,SF,8325,0,0,0,0,15,0,0.43,1,normal,?
udp,domain_u,SF,42,131,0,0,0,29,0,0.83,1,normal,?
tcp,http,SF,247,260,0,0,0,8,0,0.12,1,normal,?
tcp,exec,RSTO,0,0,0,0,0,140,0.06,0,-1,neptune,?
tcp,smtp,SF,3004,332,0,0,0,1,0,0.05,1,normal,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
udp,private,SF,1,0,0,0,0,121,0.03,1,-1,satan,?
tcp,telnet,S0,0,0,0,0,0,39,0.05,0,-1,neptune,?
tcp,smtp,SF,1245,477,0,0,0,7,0.29,0,1,normal,?
tcp,http,SF,218,321,0,0,0,4,0,0,1,normal,?
udp,domain_u,SF,44,137,0,0,0,63,0,0.72,1,normal,?
tcp,http,SF,200,1054,0,0,0,10,0,0.01,1,normal,?
tcp,http,SF,317,4894,0,0,0,34,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,246,0.06,0,-1,neptune,?
tcp,login,S0,0,0,0,0,0,7,0.43,0,-1,neptune,?
tcp,exec,S0,0,0,0,0,0,96,0.07,0,-1,neptune,?
udp,domain_u,SF,44,133,0,0,0,32,0,0,1,normal,?
tcp,ftp_data,SF,15876,0,0,0,0,16,0,0.46,1,normal,?
tcp,http,SF,369,1398,0,0,0,3,0,0,1,normal,?
tcp,http_443,S0,0,0,0,0,0,118,0.08,0,-1,neptune,?
tcp,http,SF,221,2551,0,0,0,5,0,0,1,normal,?
udp,domain_u,SF,43,74,0,0,0,226,0,0,1,normal,?
tcp,http,SF,253,14347,0,0,0,1,0,0.01,1,normal,?
udp,other,SF,147,105,0,0,0,1,0,0.98,1,normal,?
icmp,ecr_i,SF,520,0,0,0,0,460,0,1,-1,smurf,?
tcp,http,SF,226,377,0,0,0,8,0,0.01,1,normal,?
tcp,ctf,S0,0,0,0,0,0,109,0.06,0,-1,neptune,?
udp,domain_u,SF,46,46,0,0,0,6,0.33,0.01,1,normal,?
tcp,private,S0,0,0,0,0,0,58,0.07,0,-1,neptune,?
tcp,ftp_data,SF,12983,0,0,0,0,2,0,0.33,1,normal,?
udp,other,SF,147,0,0,0,0,3,0.67,0.89,1,normal,?
tcp,http,SF,202,495,0,0,0,8,0,0.03,1,normal,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,private,S0,0,0,0,0,0,227,0.07,0,-1,neptune,?
tcp,exec,S0,0,0,0,0,0,135,0.07,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,122,0.06,0,-1,neptune,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,domain,S0,0,0,0,0,0,281,0.06,0,-1,neptune,?
udp,domain_u,SF,44,120,0,0,0,113,0,0,1,normal,?
tcp,http,SF,279,4720,0,0,0,8,0,0.05,1,normal,?
tcp,http,SF,303,1037,0,0,0,3,0,0.1,1,normal,?
tcp,echo,S0,0,0,0,0,0,210,0.06,0,-1,neptune,?
tcp,other,REJ,0,0,0,0,0,508,1,0,-1,satan,?
udp,other,SF,516,4,0,0,0,348,0,1,1,normal,?
tcp,http,SF,350,128,0,0,0,5,0,0.1,1,normal,?
tcp,private,S0,0,0,0,0,0,51,0.12,0,-1,neptune,?
tcp,http,SF,250,270,0,0,0,1,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,47,0.09,0,-1,neptune,?
tcp,hostnames,REJ,0,0,0,0,0,289,0.06,0,-1,neptune,?
tcp,http,SF,203,1777,0,0,0,1,0,0.09,1,normal,?
tcp,ftp_data,SF,192,0,0,0,0,2,0,0.9,1,normal,?
tcp,ldap,S0,0,0,0,0,0,300,0.05,0,-1,neptune,?
tcp,http,SF,211,930,0,0,0,2,0,0,1,normal,?
tcp,http,SF,316,1100,0,0,0,15,0,0,1,normal,?
udp,private,SF,105,147,0,0,0,4,0.5,0,1,normal,?
tcp,auth,SF,9,38,0,0,0,3,0.67,0.02,1,normal,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,smtp,SF,2311,327,0,0,0,2,1,0.01,1,normal,?
tcp,finger,S0,0,0,0,0,0,52,0.08,0.01,-1,neptune,?
tcp,http,SF,249,1541,0,0,0,1,0,0.04,1,normal,?
tcp,http,SF,216,1262,0,0,0,2,0,0.02,1,normal,?
udp,private,SF,105,105,0,0,0,7,0.29,0,1,normal,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,http,SF,165,24859,0,0,0,1,0,0.02,1,normal,?
icmp,ecr_i,SF,520,0,0,0,0,460,0,1,-1,smurf,?
tcp,private,S0,0,0,0,0,0,73,0.08,0.01,-1,neptune,?
udp,domain_u,SF,45,76,0,0,0,146,0.01,0,1,normal,?
tcp,whois,REJ,0,0,0,0,0,300,0.06,0,-1,neptune,?
tcp,http,SF,206,946,0,0,0,25,0,0,1,normal,?
udp,domain_u,SF,44,44,0,0,0,7,0.29,0.04,1,normal,?
tcp,netbios_ssn,S0,0,0,0,0,0,219,0.06,0,-1,neptune,?
tcp,http,SF,231,1423,0,0,0,14,0,0,1,normal,?
tcp,login,S0,0,0,0,0,0,140,0.05,0,-1,neptune,?
tcp,telnet,RSTO,153,251,0,0,0,1,0,0.01,1,normal,?
tcp,http,SF,290,2762,0,0,0,23,0,0.01,1,normal,?
tcp,smtp,SF,2142,331,0,0,0,1,0,0.01,1,normal,?
tcp,private,S0,0,0,0,0,0,240,0.05,0,-1,neptune,?
tcp,http,REJ,0,0,0,0,0,19,0,0.01,1,normal,?
tcp,http,SF,305,284,0,0,0,15,0,0,1,normal,?
tcp,http,SF,235,14176,0,0,0,1,0,0.12,1,normal,?
tcp,nntp,RSTO,0,0,0,0,0,195,0.07,0,-1,neptune,?
tcp,imap4,REJ,0,0,0,0,0,280,0.06,0,-1,neptune,?
tcp,http,SF,209,5949,0,0,0,5,0,0.2,1,normal,?
tcp,http,S0,0,0,0,0,0,16,0,0.06,-1,neptune,?
tcp,ftp_data,SF,12165,0,0,0,0,7,0.29,0.12,1,normal,?
tcp,mtp,REJ,0,0,0,0,0,1,0,0.03,-1,ipsweep,?
udp,other,SF,516,4,0,0,0,262,0,1,1,normal,?
tcp,http,REJ,0,0,0,0,0,1,0,0.06,1,normal,?
tcp,smtp,SF,746,330,0,0,0,1,0,0.01,1,normal,?
tcp,http,SF,239,2020,0,0,0,7,0,0.14,1,normal,?
tcp,ftp,SH,0,0,0,0,0,1,0,0.97,-0.971698,nmap,?
tcp,ftp_data,SF,35195,0,0,0,0,22,0,0.29,1,normal,?
tcp,http,SF,190,887,0,0,0,11,0,0,1,normal,?
tcp,http,SF,280,290,0,0,0,14,0,0,1,normal,?
tcp,uucp,S0,0,0,0,0,0,142,0.06,0,-1,neptune,?
tcp,ftp_data,S0,0,0,0,0,0,61,0.1,0,-1,neptune,?
tcp,ctf,S0,0,0,0,0,0,289,0.05,0,-1,neptune,?
tcp,http,SF,206,1619,0,0,0,7,0,0.08,1,normal,?
tcp,private,S0,0,0,0,0,0,90,0.07,0,-1,neptune,?
tcp,http,S0,0,0,0,0,0,13,0.31,0,-1,neptune,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,finger,SF,5,220,0,0,0,2,1,0,1,normal,?
tcp,http,SF,230,284,0,0,0,8,0,0.02,1,normal,?
tcp,http,SF,282,1745,0,0,0,3,0,0.03,1,normal,?
icmp,eco_i,SF,18,0,0,0,0,1,0,1,-1,ipsweep,?
tcp,http,SF,269,745,0,0,0,1,0,0.03,1,normal,?
tcp,private,REJ,0,0,0,0,0,144,0.06,0.01,-1,neptune,?
tcp,private,S0,0,0,0,0,0,31,0.19,0,-1,neptune,?
tcp,private,RSTR,0,0,0,0,0,1,0,0.02,-1,portsweep,?
tcp,smtp,SF,1471,442,0,0,0,1,0,0,1,normal,?
tcp,ftp_data,SF,1030,0,0,0,0,8,0,0.45,1,normal,?
tcp,ftp_data,SF,637,0,0,0,0,1,0,0.11,1,normal,?
tcp,netbios_ns,S0,0,0,0,0,0,227,0.06,0,-1,neptune,?
tcp,http,SF,326,1891,0,0,0,22,0,0.05,1,normal,?
tcp,http,SF,230,766,0,0,0,1,0,0.01,1,normal,?
tcp,login,S0,0,0,0,0,0,132,0.05,0,-1,neptune,?
icmp,ecr_i,SF,520,0,0,0,0,395,0,1,-1,smurf,?
tcp,bgp,S0,0,0,0,0,0,130,0.07,0,-1,neptune,?
tcp,http,SF,316,2152,0,0,0,4,0,0.1,1,normal,?
tcp,ftp_data,S0,0,0,0,0,0,78,0.05,0.01,-1,neptune,?
tcp,smtp,SF,669,280,0,0,0,1,0,0.33,1,normal,?
tcp,http,SF,316,2965,0,0,0,6,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,141,0.06,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,199,0.05,0,-1,neptune,?
tcp,smtp,SF,644,334,0,0,0,1,0,0.01,1,normal,?
tcp,private,S0,0,0,0,0,0,236,0.06,0,-1,neptune,?
tcp,http,SF,255,618,0,0,0,15,0,0.01,1,normal,?
tcp,private,REJ,0,0,0,0,0,108,0.06,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,116,0.05,0,-1,neptune,?
tcp,http,SF,0,1904,0,0,0,7,0,0.03,1,normal,?
icmp,eco_i,SF,18,0,0,0,0,1,0,1,-1,ipsweep,?
tcp,telnet,S0,0,0,0,0,0,28,0.07,0.01,-1,neptune,?
tcp,private,S0,0,0,0,0,0,137,0.06,0,-1,neptune,?
tcp,http,SF,233,370,0,0,0,8,0,0,1,normal,?
tcp,http,SF,217,760,0,0,0,2,0,0.04,1,normal,?
tcp,private,S0,0,0,0,0,0,142,0.06,0,-1,neptune,?
tcp,http,SF,243,13335,0,0,0,13,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,144,0.06,0,-1,neptune,?
tcp,http,SF,270,3781,0,0,0,14,0,0,1,normal,?
tcp,vmnet,S0,0,0,0,0,0,296,0.05,0,-1,neptune,?
tcp,http,SF,202,6479,0,0,0,1,0,0.02,1,normal,?
icmp,ecr_i,SF,1032,0,0,0,0,510,0,0.18,-1,smurf,?
tcp,private,S0,0,0,0,0,0,245,0.06,0,-1,neptune,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,http,SF,176,497,0,0,0,3,0,0,1,normal,?
tcp,bgp,S0,0,0,0,0,0,283,0.05,0,-1,neptune,?
tcp,ftp_data,SF,5558,0,0,0,0,15,0,0.27,1,normal,?
tcp,private,S0,0,0,0,0,0,293,0.06,0,-1,neptune,?
tcp,http,SF,216,11094,0,0,0,3,0,0.02,1,normal,?
tcp,smtp,SF,3109,406,0,0,0,1,0,0.01,1,normal,?
udp,private,SF,1,0,0,0,0,18,0.22,0.56,-1,satan,?
tcp,private,S0,0,0,0,0,0,239,0.07,0,-1,neptune,?
tcp,smtp,SF,788,428,0,0,0,1,0,0.02,1,normal,?
udp,domain_u,SF,45,90,0,0,0,304,0,0,1,normal,?
tcp,http,SF,189,3133,0,0,0,1,0,0.02,1,normal,?
tcp,whois,REJ,0,0,0,0,0,277,0.06,0,-1,neptune,?
tcp,telnet,SF,76,1188,0,0,0,1,0,0.09,1,normal,?
tcp,exec,S0,0,0,0,0,0,33,0.09,0,-1,neptune,?
tcp,http,SF,217,2819,0,0,0,9,0,0.11,1,normal,?
udp,domain_u,SF,44,115,0,0,0,1,0,0,1,normal,?
tcp,http,S0,0,0,0,0,0,6,0.33,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,108,0.06,0,-1,neptune,?
tcp,http,SF,297,738,0,0,0,8,0,0.08,1,normal,?
tcp,smtp,SF,1687,366,0,0,0,1,0,0.01,1,normal,?
tcp,http,SF,247,5531,0,0,0,21,0,0,1,normal,?
tcp,bgp,REJ,0,0,0,0,0,267,0.07,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,55,0.07,0,-1,neptune,?
tcp,http,SF,347,7333,0,0,0,7,0,0,1,normal,?
tcp,private,REJ,0,0,0,0,0,315,0.52,1,-1,portsweep,?
udp,domain_u,SF,45,78,0,0,0,73,0,0,1,normal,?
tcp,http,SF,298,6515,0,0,0,2,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,168,0.06,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,120,0.07,0,-1,neptune,?
tcp,Z39_50,S0,0,0,0,0,0,252,0.07,0,-1,neptune,?
tcp,smtp,SF,1754,328,0,0,0,1,0,0.01,1,normal,?
tcp,private,S0,0,0,0,0,0,73,0.07,0,-1,neptune,?
tcp,http,SF,219,2808,0,0,0,6,0,0,1,normal,?
udp,domain_u,SF,46,75,0,0,0,241,0,0,1,normal,?
tcp,ldap,S0,0,0,0,0,0,149,0.05,0,-1,neptune,?
tcp,private,REJ,0,0,0,0,0,115,0.08,0,-1,neptune,?
tcp,http,SF,294,1680,0,0,0,6,0,0.02,1,normal,?
tcp,http,REJ,0,0,0,0,0,1,0,0.05,1,normal,?
tcp,ftp_data,SF,501760,0,0,0,0,1,0,0.46,1,normal,?
tcp,http,SF,234,421,0,0,0,3,0,0,1,normal,?
tcp,http,SF,209,2402,0,0,1,3,0,0.33,1,normal,?
tcp,vmnet,S0,0,0,0,0,0,147,0.05,0,-1,neptune,?
udp,domain_u,SF,43,129,0,0,0,119,0,0,1,normal,?
tcp,http,SF,213,10044,0,0,0,20,0,0,1,normal,?
tcp,http,SF,271,7888,0,0,0,2,0,0,1,normal,?
icmp,ecr_i,SF,520,0,0,0,0,482,0,1,-1,smurf,?
udp,domain_u,SF,45,45,0,0,0,200,0,0.01,1,normal,?
tcp,smtp,SF,1506,332,0,0,0,1,0,0.01,1,normal,?
tcp,http,SF,290,2167,0,0,0,7,0,0.03,1,normal,?
tcp,private,S0,0,0,0,0,0,192,0.06,0,-1,neptune,?
tcp,domain,S0,0,0,0,0,0,291,0.05,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,359,1,0,-1,satan,?
tcp,telnet,SF,282,7589,0,0,0,1,0,0.02,1,normal,?
tcp,http,SF,221,3730,0,0,0,6,0,0.06,1,normal,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
udp,private,SF,105,147,0,0,0,1,0,0.02,1,normal,?
tcp,http,SF,290,1659,0,0,0,16,0,0.01,1,normal,?
tcp,http,SF,228,1183,0,0,0,8,0,0.12,1,normal,?
tcp,private,S0,0,0,0,0,0,106,0.06,0.01,-1,neptune,?
tcp,ftp_data,SF,7162,0,0,0,0,3,0,0.2,1,normal,?
tcp,ftp_data,SF,567,0,0,0,0,1,0,0.62,1,normal,?
udp,domain_u,SF,36,0,0,0,0,2,0,1,1,normal,?
tcp,private,S0,0,0,0,0,0,168,0.07,0,-1,neptune,?
udp,domain_u,SF,43,126,0,0,0,95,0,0,1,normal,?
tcp,http,SF,277,7840,0,0,0,6,0,0.05,1,normal,?
tcp,http,SF,315,8147,0,0,0,4,0,0.25,1,normal,?
udp,domain_u,SF,43,72,0,0,0,214,0,0.01,1,normal,?
tcp,ftp_data,SF,12,0,0,0,0,1,0,0.26,1,normal,?
tcp,http,SF,285,12884,0,0,0,2,0,0,1,normal,?
tcp,http,SF,317,2536,0,0,0,21,0,0,1,normal,?
udp,domain_u,SF,45,127,0,0,0,205,0,0,1,normal,?
tcp,sql_net,S0,0,0,0,0,0,251,0.06,0,-1,neptune,?
tcp,http,SF,316,293,0,0,0,10,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,131,0.06,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,123,0.07,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,173,0.06,0,-1,neptune,?
udp,domain_u,SF,43,126,0,0,0,99,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,295,0.05,0,-1,neptune,?
tcp,http,SF,221,247,0,0,0,4,0,0.05,1,normal,?
